sick_cd_3,sick_cd_4,sick_desc_kor,sick_desc_eng,gender,age_limit_u,age_limit_l
K86,K860,알콜유발 만성 췌장염,Alcohol-induced chronic pancreatitis,,,
K86,K861,기타 만성 췌장염,Other chronic pancreatitis,,,
K86,K862,췌장의 낭,Cyst of pancreas,,,
K86,K863,췌장의 가성낭,Pseudocyst of pancreas,,,
K86,K868,췌장의 기타 명시된 질환,Other specified diseases of pancreas,,,
K86,K869,췌장의 상세불명의 질환,"Disease of pancreas, unspecified",,,
K90,,장흡수장애,Intestinal malabsorption,,,
K90,K900,복강질환,Coeliac disease,,,
K90,K901,열대성 스프루,Tropical sprue,,,
K90,K902,달리 분류되지 않은 맹관증후군,"Blind loop syndrome, NEC",,,
K90,K903,췌장성 지방변,Pancreatic steatorrhoea,,,
K90,K904,달리 분류되지 않은 불내성에 의한 흡수장애,"Malabsorption due to intolerance, NEC",,,
K90,K908,기타 장흡수장애,Other intestinal malabsorption,,,
K90,K909,상세불명의 장흡수장애,"Intestinal malabsorption, unspecified",,,
K91,,달리 분류되지 않은 소화계통의 처치후 장애,"Postprocedural disorders of digestive system, NEC",,,
K91,K910,위장수술후의 구토,Vomiting following gastrointestinal surgery,,,
K91,K911,위수술후증후군,Postgastric surgery syndromes,,,
K91,K912,달리 분류되지 않은 수술후 흡수장애,Postsurgical malabsorption NEC,,,
K91,K913,수술후 장폐색,Postoperative intestinal obstruction,,,
K91,K914,결장조루 및 장조루 기능부전,Colostomy and enterostomy malfunction,,,
K91,K915,담낭절제후 증후군,Postcholecystectomy syndrome,,,
K91,K918,달리 분류되지 않은 소화계통의 기타 처치후 장애,"Other postprocedural disorders of digestive system, NEC",,,
K91,K919,상세불명의 소화계통의 처치후 장애,"Postprocedural disorder of digestive system, unspecified",,,
K92,,소화계통의 기타 질환,Other diseases of digestive system,,,
K92,K920,토혈,Haematemesis,,,
K92,K921,흑색변,Melaena,,,
K92,K922,상세불명의 위장출혈,"Gastrointestinal haemorrhage, unspecified",,,
K92,K928,소화계통의 기타 명시된 질환,Other specified diseases of digestive system,,,
K92,K929,소화계통의 상세불명의 질환,"Disease of digestive system, unspecified",,,
L00,,포도구균성 화상피부증후군,Staphylococcal scalded skin syndrome,,,
L01,,농가진,Impetigo,,,
L01,L010,농가진[모든 미생물][모든 부위],Impetigo [any organism][any site],,,
L01,L011,기타 피부병의 농가진화,Impetiginization of other dermatoses,,,
L02,,"피부의 농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle",,,
L02,L020,"얼굴의 피부 농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle of face",,,
L02,L021,"목의 피부농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle of neck",,,
L02,L022,"몸통의 피부 농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle of trunk",,,
L02,L023,"둔부의 피부농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle of buttock",,,
L02,L024,"사지의 피부농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle of limb",,,
L02,L028,"기타 부위의 피부농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle of other sites",,,
L02,L029,"상세불명의 피부농양, 종기 및 큰종기","Cutaneous abscess, furuncle and carbuncle, unspecified",,,
L03,,연조직염,Cellulitis,,,
L03,L030,손가락 및 발가락의 연조직염,Cellulitis of finger and toe,,,
L03,L031,기타 사지부분의 연조직염,Cellulitis of other parts of limb,,,
L03,L032,얼굴의 연조직염,Cellulitis of face,,,
L03,L033,몸통의 연조직염,Cellulitis of trunk,,,
L03,L038,기타 부위의 연조직염,Cellulitis of other sites,,,
L03,L039,상세불명의 연조직염,"Cellulitis, unspecified",,,
L04,,급성 림프절염,Acute lymphadenitis,,,
L04,L040,"얼굴, 머리 및 목의 급성 림프절염","Acute lymphadenitis of face, head and neck",,,
L04,L041,몸통의 급성 림프절염,Acute lymphadenitis of trunk,,,
L04,L042,팔의 급성 림프절염,Acute lymphadenitis of upper limb,,,
L04,L043,다리의 급성 림프절염,Acute lymphadenitis of lower limb,,,
L04,L048,기타 부위의 급성 림프절염,Acute lymphadenitis of other sites,,,
L04,L049,상세불명의 급성 림프절염,"Acute lymphadenitis, unspecified",,,
L05,,모소낭,Pilonidal cyst,,,
L05,L050,농양이 있는 모소낭,Pilonidal cyst with abscess,,,
L05,L059,농양이 없는 모소낭,Pilonidal cyst without abscess,,,
L08,,피부 및 피하조직의 기타 국소감염,Other local infections of skin and subcutaneous tissue,,,
L08,L080,농피증,Pyoderma,,,
L08,L081,홍색음선,Erythrasma,,,
L08,L088,피부 및 피하조직의 기타 명시된 국소감염,Other specified local infections of skin and subcutaneous tissue,,,
L08,L089,피부 및 피하조직의 상세불명의 국소감염,"Local infection of skin and subcutaneous tissue, unspecified",,,
L10,,천포창,Pemphigus,,,
L10,L100,보통천포창,Pemphigus vulgaris,,,
L10,L101,증식천포창,Pemphigus vegetans,,,
L10,L102,낙엽천포창,Pemphigus foliaceus,,,
L10,L103,브라질천포창[포고-셀바젬병],Brazilian pemphigus[Fogo Selvagem],,,
L10,L104,홍반천포창,Pemphigus erythematosus,,,
L10,L105,약물유발 천포창,Drug-induced pemphigus,,,
L10,L108,기타 천포창,Other pemphigus,,,
L10,L109,상세불명의 천포창,"Pemphigus, unspecified",,,
L11,,기타 극세포분리장애,Other acantholytic disorders,,,
L11,L110,후천성 모낭각화증,Acquired keratosis follicularis,,,
L11,L111,일과성 극세포해리피부병[그로버],Transient acantholytic dermatosis [Grover],,,
L11,L118,기타 명시된 극세포분리장애,Other specified acantholytic disorders,,,
L11,L119,상세불명의 극세포분리장애,"Acantholytic disorder, unspecified",,,
L12,,유사천포창,Pemphigoid,,,
L12,L120,수포성 유사천포창,Bullous pemphigoid,,,
L12,L121,흉터유사천포창,Cicatricial pemphigoid,,,
L12,L122,소아의 만성 수포성 질환,Chronic bullous disease of childhood,,,
L12,L123,후천성 수포성 표피박리증,Acquired epidermolysis bullosa,,,
L12,L128,기타 유사천포창,Other pemphigoid,,,
L12,L129,상세불명의 유사천포창,"Pemphigoid, unspecified",,,
L13,,기타 수포성 장애,Other bullous disorders,,,
L13,L130,헤르페스모양피부염,Dermatitis herpetiformis,,,
L13,L131,각질하 농포성 피부염,Subcorneal pustular dermatitis,,,
L13,L138,기타 명시된 수포성 장애,Other specified bullous disorders,,,
L13,L139,상세불명의 수포성 장애,"Bullous disorder, unspecified",,,
L20,,아토피성 피부염,Atopic dermatitis,,,
L20,L200,베스니에가려움발진,Besnier’s prurigo,,,
L20,L208,기타 아토피성 피부염,Other atopic dermatitis,,,
L20,L209,상세불명의 아토피성 피부염,"Atopic dermatitis, unspecifie",,,
L21,,지루피부염,Seborrhoeic dermatitis,,,
L21,L210,두피지루,Seborrhoea capitis,,,
L21,L211,영아지루피부염,Seborrhoeic infantile dermatitis,,,
L21,L218,기타 지루피부염,Other seborrhoeic dermatitis,,,
L21,L219,상세불명의 지루피부염,"Seborrhoeic dermatitis, unspecified",,,
L22,,기저귀[냅킨]피부염,Diaper [napkin] dermatitis,,,
L23,,앨러지성 접촉피부염,Allergic contact dermatitis,,,
L23,L230,금속에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to metals,,,
L23,L231,접착제에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to adhesives,,,
L23,L232,화장품에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to cosmetics,,,
L23,L233,피부에 묻은 약물에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to drugs in contact with skin,,,
L23,L234,색소에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to dyes,,,
L23,L235,기타 화학물질에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to other chemical products,,,
L23,L236,피부에 묻은 음식물에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to food in contact with skin,,,
L23,L237,음식물을 제외한 식물에 의한 앨러지성 접촉피부염,"Allergic contact dermatitis due to plants, except food",,,
L23,L238,기타 요인에 의한 앨러지성 접촉피부염,Allergic contact dermatitis due to other agents,,,
L23,L239,상세불명 원인의 앨러지성 접촉피부염,"Allergic contact dermatitis, unspecified cause",,,
L24,,자극물접촉피부염,Irritant contact dermatitis,,,
L24,L240,세제에 의한 자극물접촉피부염,Irritant contact dermatitis due to detergents,,,
L24,L241,기름 및 그리스에 의한 자극물접촉피부염,Irritant contact dermatitis due to oils and greases,,,
L24,L242,용제에 의한 자극물접촉피부염,Irritant contact dermatitis due to solvents,,,
L24,L243,화장품에 의한 자극물접촉피부염,Irritant contact dermatitis due to cosmetics,,,
L24,L244,피부에 묻은 약물에 의한 자극물접촉피부염,Irritant contact dermatitis due to drugs in contact with skin,,,
L24,L245,기타 화학물질에 의한 자극물접촉피부염,Irritant contact dermatitis due to other chemical products,,,
L24,L246,피부에 묻은 음식물에 의한 자극물접촉피부염,Irritant contact dermatitis due to food in contact with skin,,,
L24,L247,음식물을 제외한 식물에 의한 자극물접촉피부염,"Irritant contact dermatitis due to plants, except food",,,
L24,L248,기타 요인에 의한 자극물접촉피부염,Irritant contact dermatitis due to other agents,,,
L24,L249,상세불명 원인의 자극물접촉피부염,"Irritant contact dermatitis, unspecified cause",,,
L25,,상세불명의 접촉피부염,Unspecified contact dermatitis,,,
L25,L250,화장품에 의한 상세불명의 접촉피부염,Unspecified contact dermatitis due to cosmetics,,,
L25,L251,피부에 묻은 약물에 의한 상세불명의 접촉피부염,Unspecified contact dermatitis due to drugs in contact with skin,,,
L25,L252,색소염료에 의한 상세불명의 접촉피부염,Unspecified contact dermatitis due to dyes,,,
L25,L253,기타 화학물질에 의한 상세불명의 접촉피부염,Unspecified contact dermatitis due to other chemical products,,,
L25,L254,피부에 묻은 음식물에 의한 상세불명의 접촉피부염,Unspecified contact dermatitis due to food in contact with skin,,,
L25,L255,음식물을 제외한 식물에 의한 상세불명의 접촉피부염,"Unspecified contact dermatitis due to plants, except food",,,
L25,L258,기타 물질에 의한 상세불명의 접촉피부염,Unspecified contact dermatitis due to other agents,,,
L25,L259,상세불명 원인의 상세불명의 접촉피부염,"Unspecified contact dermatitis, unspecified cause",,,
L26,,탈락피부염,Exfoliative dermatitis,,,
L27,,내부로 섭취된 물질에 의한 피부염,Dermatitis due to substances taken internally,,,
L27,L270,약물 및 약제에 의한 전신피부발진,Generalized skin eruption due to drugs and medicaments,,,
L27,L271,약물 및 약제에 의한 국소피부발진,Localized skin eruption due to drugs and medicaments,,,
L27,L272,섭취한 음식물에 의한 피부염,Dermatitis due to ingested food,,,
L27,L278,내부로 섭취된 기타 물질에 의한 피부염,Dermatitis due to other substances taken internally,,,
L27,L279,내부로 섭취된 상세불명의 물질에 의한 피부염,Dermatitis due to unspecified substance taken internally,,,
L28,,만성 단순태선 및 가려움발진,Lichen simplex chronicus and prurigo,,,
L28,L280,만성 단순태선,Lichen simplex chronicus,,,
L28,L281,결절성 가려움발진,Prurigo nodularis,,,
L28,L282,기타 가려움발진,Other prurigo,,,
L29,,가려움,Pruritus,,,
L29,L290,항문가려움,Pruritus ani,,,
L29,L291,음낭가려움,Pruritus scroti,1,,
L29,L292,외음가려움,Pruritus vulvae,2,,
L29,L293,상세불명의 항문생식기가려움,"Anogenital pruritus, unspecified",,,
L29,L298,기타 가려움,Other pruritus,,,
L29,L299,상세불명의 가려움,"Pruritus, unspecified",,,
L30,,기타 피부염,Other dermatitis,,,
L30,L300,동전모양피부염,Nummular dermatitis,,,
L30,L301,발한이상[한포(汗疱)],Dyshidrosis [pompholyx],,,
L30,L302,피부자가민감화,Cutaneous autosensitization,,,
L30,L303,감염성 피부염,Infective dermatitis,,,
L30,L304,홍반간찰진,Erythema intertrigo,,,
L30,L305,백색잔비늘증,Pityriasis alba,,,
L30,L308,기타 명시된 피부염,Other specified dermatitis,,,
L30,L309,상세불명의 피부염,"Dermatitis, unspecified",,,
L40,,건선,Psoriasis,,,
L40,L400,보통건선,Psoriasis vulgaris,,,
L40,L401,전신농포건선,Generalized pustular psoriasis,,,
L40,L402,연속성 말단피부염,Acrodermatitis continua,,,
L40,L403,손발바닥농포증,Pustulosis palmaris et plantaris,,,
L40,L404,물방울건선,Guttate psoriasis,,,
L40,L405,"관절병성 건선(M07.0-M07.3*, M09.0*)","Arthropathic psoriasis(M07.0-M07.3+, M09.0+)",,,
L40,L408,기타 건선,Other psoriasis,,,
L40,L409,상세불명의 건선,"Psoriasis, unspecified",,,
L41,,유사건선,Parapsoriasis,,,
L41,L410,급성 마마모양 태선모양잔비늘증(비강진),Pityriasis lichenoides et varioliformis acuta,,,
L41,L411,만성 태선모양잔비늘증(비강진),Pityriasis lichenoides chronica,,,
L41,L413,소판유사건선,Small plaque parapsoriasis,,,
L41,L414,대판유사건선,Large plaque parapsoriasis,,,
L41,L415,망상유사건선,Retiform parapsoriasis,,,
L41,L418,기타 유사건선,Other parapsoriasis,,,
L41,L419,상세불명의 유사건선,"Parapsoriasis, unspecified",,,
L42,,장미색잔비늘증(비강진),Pityriasis rosea,,,
L43,,편평태선,Lichen planus,,,
L43,L430,비대성 편평태선,Hypertrophic lichen planus,,,
L43,L431,수포성 편평태선,Bullous lichen planus,,,
L43,L432,태선모양약물반응,Lichenoid drug reaction,,,
L43,L433,아급성 (활동성) 편평태선,Subacute (active) lichen planus,,,
L43,L438,기타 편평태선,Other lichen planus,,,
L43,L439,상세불명의 편평태선,"Lichen planus, unspecified",,,
L44,,기타 구진비늘장애,Other papulosquamous disorders,,,
L44,L440,모공성 홍색잔비늘증(비강진),Pityriasis rubra pilaris,,,
L44,L441,광택태선,Lichen nitidus,,,
L44,L442,선상태선,Lichen striatus,,,
L44,L443,염주상적색태선,Lichen ruber moniliformis,,,
L44,L444,영아구진상말단피부염 [기아노티-크로스티],Infantile papular acrodermatitis [Giannotti-Crosti],,,
L44,L448,기타 명시된 구진비늘장애,Other specified papulosquamous disorders,,,
L44,L449,상세불명의 구진비늘장애,"Papulosquamous disorder, unspecified",,,
L50,,두드러기,Urticaria,,,
L50,L500,앨러지성 두드러기,Allergic urticaria,,,
L50,L501,특발성 두드러기,Idiopathic urticaria,,,
L50,L502,한랭 및 열에 의한 두드러기,Urticaria due to cold and heat,,,
L50,L503,피부묘기성 두드러기,Dermatographic urticaria,,,
L50,L504,진동성 두드러기,Vibratory urticaria,,,
L50,L505,콜린성 두드러기,Cholinergic urticaria,,,
L50,L506,접촉두드러기,Contact urticaria,,,
L50,L508,기타 두드러기,Other urticaria,,,
L50,L509,상세불명의 두드러기,"Urticaria, unspecified",,,
L51,,다형홍반,Erythema multiforme,,,
L51,L510,비수포성 다형홍반,Nonbullous erythema multiforme,,,
L51,L511,수포성 다형홍반,Bullous erythema multiforme,,,
L51,L512,독성표피괴사용해[라이엘],Toxic epidermal necrolysis [Lyell],,,
L51,L518,기타 다형홍반,Other erythema multiforme,,,
L51,L519,상세불명의 다형홍반,"Erythema multiforme, unspecified",,,
L52,,결절홍반,Erythema nodosum,,,
L53,,기타 홍반성 병태,Other erythematous conditions,,,
